clean,corrupted,correct_idx,template_label
The marriage lasted from the year 1513 to the year 15,The marriage lasted from the year 1501 to the year 15,13,1
The testing lasted from the year 1628 to the year 16,The testing lasted from the year 1601 to the year 16,28,2
The existence lasted from the year 1427 to the year 14,The existence lasted from the year 1401 to the year 14,27,2
The testing lasted from the year 1769 to the year 17,The testing lasted from the year 1701 to the year 17,69,6
The campaign lasted from the year 1605 to the year 16,The campaign lasted from the year 1601 to the year 16,5,0
The marriage lasted from the year 1659 to the year 16,The marriage lasted from the year 1601 to the year 16,59,5
The contact lasted from the year 1668 to the year 16,The contact lasted from the year 1601 to the year 16,68,6
The growth lasted from the year 1226 to the year 12,The growth lasted from the year 1201 to the year 12,26,2
The tests lasted from the year 1464 to the year 14,The tests lasted from the year 1401 to the year 14,64,6
The deal lasted from the year 1751 to the year 17,The deal lasted from the year 1701 to the year 17,51,5
The contact lasted from the year 1417 to the year 14,The contact lasted from the year 1401 to the year 14,17,1
The contact lasted from the year 1364 to the year 13,The contact lasted from the year 1301 to the year 13,64,6
The program lasted from the year 1266 to the year 12,The program lasted from the year 1201 to the year 12,66,6
The shift lasted from the year 1738 to the year 17,The shift lasted from the year 1701 to the year 17,38,3
The riot lasted from the year 1645 to the year 16,The riot lasted from the year 1601 to the year 16,45,4
The order lasted from the year 1397 to the year 13,The order lasted from the year 1301 to the year 13,97,9
The progress lasted from the year 1531 to the year 15,The progress lasted from the year 1501 to the year 15,31,3
The quest lasted from the year 1549 to the year 15,The quest lasted from the year 1501 to the year 15,49,4
The fall lasted from the year 1170 to the year 11,The fall lasted from the year 1101 to the year 11,70,7
The campaign lasted from the year 1559 to the year 15,The campaign lasted from the year 1501 to the year 15,59,5
The riot lasted from the year 1324 to the year 13,The riot lasted from the year 1301 to the year 13,24,2
The progress lasted from the year 1463 to the year 14,The progress lasted from the year 1401 to the year 14,63,6
The practice lasted from the year 1475 to the year 14,The practice lasted from the year 1401 to the year 14,75,7
The program lasted from the year 1354 to the year 13,The program lasted from the year 1301 to the year 13,54,5
The rule lasted from the year 1629 to the year 16,The rule lasted from the year 1601 to the year 16,29,2
The quest lasted from the year 1610 to the year 16,The quest lasted from the year 1601 to the year 16,10,1
The program lasted from the year 1438 to the year 14,The program lasted from the year 1401 to the year 14,38,3
The tests lasted from the year 1675 to the year 16,The tests lasted from the year 1601 to the year 16,75,7
The contract lasted from the year 1396 to the year 13,The contract lasted from the year 1301 to the year 13,96,9
The attack lasted from the year 1511 to the year 15,The attack lasted from the year 1501 to the year 15,11,1
The testing lasted from the year 1686 to the year 16,The testing lasted from the year 1601 to the year 16,86,8
The progress lasted from the year 1351 to the year 13,The progress lasted from the year 1301 to the year 13,51,5
The employment lasted from the year 1539 to the year 15,The employment lasted from the year 1501 to the year 15,39,3
The shift lasted from the year 1366 to the year 13,The shift lasted from the year 1301 to the year 13,66,6
The growth lasted from the year 1761 to the year 17,The growth lasted from the year 1701 to the year 17,61,6
The program lasted from the year 1239 to the year 12,The program lasted from the year 1201 to the year 12,39,3
The attack lasted from the year 1709 to the year 17,The attack lasted from the year 1701 to the year 17,9,0
The attack lasted from the year 1766 to the year 17,The attack lasted from the year 1701 to the year 17,66,6
The employment lasted from the year 1765 to the year 17,The employment lasted from the year 1701 to the year 17,65,6
The tests lasted from the year 1402 to the year 14,The tests lasted from the year 1401 to the year 14,2,0
The practice lasted from the year 1709 to the year 17,The practice lasted from the year 1701 to the year 17,9,0
The rise lasted from the year 1187 to the year 11,The rise lasted from the year 1101 to the year 11,87,8
The contact lasted from the year 1177 to the year 11,The contact lasted from the year 1101 to the year 11,77,7
The case lasted from the year 1658 to the year 16,The case lasted from the year 1601 to the year 16,58,5
The trial lasted from the year 1695 to the year 16,The trial lasted from the year 1601 to the year 16,95,9
The progress lasted from the year 1261 to the year 12,The progress lasted from the year 1201 to the year 12,61,6
The employment lasted from the year 1750 to the year 17,The employment lasted from the year 1701 to the year 17,50,5
The rule lasted from the year 1382 to the year 13,The rule lasted from the year 1301 to the year 13,82,8
The shift lasted from the year 1371 to the year 13,The shift lasted from the year 1301 to the year 13,71,7
The contract lasted from the year 1175 to the year 11,The contract lasted from the year 1101 to the year 11,75,7
The rise lasted from the year 1372 to the year 13,The rise lasted from the year 1301 to the year 13,72,7
The effect lasted from the year 1441 to the year 14,The effect lasted from the year 1401 to the year 14,41,4
The plan lasted from the year 1456 to the year 14,The plan lasted from the year 1401 to the year 14,56,5
The development lasted from the year 1723 to the year 17,The development lasted from the year 1701 to the year 17,23,2
The effect lasted from the year 1710 to the year 17,The effect lasted from the year 1701 to the year 17,10,1
The operation lasted from the year 1520 to the year 15,The operation lasted from the year 1501 to the year 15,20,2
The progress lasted from the year 1331 to the year 13,The progress lasted from the year 1301 to the year 13,31,3
The impact lasted from the year 1456 to the year 14,The impact lasted from the year 1401 to the year 14,56,5
The marriage lasted from the year 1357 to the year 13,The marriage lasted from the year 1301 to the year 13,57,5
The shift lasted from the year 1393 to the year 13,The shift lasted from the year 1301 to the year 13,93,9
The order lasted from the year 1665 to the year 16,The order lasted from the year 1601 to the year 16,65,6
The development lasted from the year 1511 to the year 15,The development lasted from the year 1501 to the year 15,11,1
The quest lasted from the year 1608 to the year 16,The quest lasted from the year 1601 to the year 16,8,0
The testing lasted from the year 1552 to the year 15,The testing lasted from the year 1501 to the year 15,52,5
The attack lasted from the year 1562 to the year 15,The attack lasted from the year 1501 to the year 15,62,6
The program lasted from the year 1355 to the year 13,The program lasted from the year 1301 to the year 13,55,5
The development lasted from the year 1371 to the year 13,The development lasted from the year 1301 to the year 13,71,7
The campaign lasted from the year 1428 to the year 14,The campaign lasted from the year 1401 to the year 14,28,2
The riot lasted from the year 1167 to the year 11,The riot lasted from the year 1101 to the year 11,67,6
The testing lasted from the year 1459 to the year 14,The testing lasted from the year 1401 to the year 14,59,5
The fall lasted from the year 1706 to the year 17,The fall lasted from the year 1701 to the year 17,6,0
The rise lasted from the year 1322 to the year 13,The rise lasted from the year 1301 to the year 13,22,2
The riot lasted from the year 1249 to the year 12,The riot lasted from the year 1201 to the year 12,49,4
The testing lasted from the year 1692 to the year 16,The testing lasted from the year 1601 to the year 16,92,9
The effect lasted from the year 1675 to the year 16,The effect lasted from the year 1601 to the year 16,75,7
The deal lasted from the year 1480 to the year 14,The deal lasted from the year 1401 to the year 14,80,8
The rule lasted from the year 1595 to the year 15,The rule lasted from the year 1501 to the year 15,95,9
The effect lasted from the year 1727 to the year 17,The effect lasted from the year 1701 to the year 17,27,2
The trial lasted from the year 1375 to the year 13,The trial lasted from the year 1301 to the year 13,75,7
The order lasted from the year 1684 to the year 16,The order lasted from the year 1601 to the year 16,84,8
The marriage lasted from the year 1231 to the year 12,The marriage lasted from the year 1201 to the year 12,31,3
The rise lasted from the year 1607 to the year 16,The rise lasted from the year 1601 to the year 16,7,0
The process lasted from the year 1367 to the year 13,The process lasted from the year 1301 to the year 13,67,6
The contact lasted from the year 1112 to the year 11,The contact lasted from the year 1101 to the year 11,12,1
The study lasted from the year 1138 to the year 11,The study lasted from the year 1101 to the year 11,38,3
The progress lasted from the year 1605 to the year 16,The progress lasted from the year 1601 to the year 16,5,0
The trial lasted from the year 1130 to the year 11,The trial lasted from the year 1101 to the year 11,30,3
The operation lasted from the year 1514 to the year 15,The operation lasted from the year 1501 to the year 15,14,1
The trip lasted from the year 1332 to the year 13,The trip lasted from the year 1301 to the year 13,32,3
The growth lasted from the year 1547 to the year 15,The growth lasted from the year 1501 to the year 15,47,4
The employment lasted from the year 1631 to the year 16,The employment lasted from the year 1601 to the year 16,31,3
The process lasted from the year 1689 to the year 16,The process lasted from the year 1601 to the year 16,89,8
The work lasted from the year 1541 to the year 15,The work lasted from the year 1501 to the year 15,41,4
The testing lasted from the year 1397 to the year 13,The testing lasted from the year 1301 to the year 13,97,9
The process lasted from the year 1762 to the year 17,The process lasted from the year 1701 to the year 17,62,6
The rise lasted from the year 1521 to the year 15,The rise lasted from the year 1501 to the year 15,21,2
The effect lasted from the year 1688 to the year 16,The effect lasted from the year 1601 to the year 16,88,8
The program lasted from the year 1388 to the year 13,The program lasted from the year 1301 to the year 13,88,8
The practice lasted from the year 1416 to the year 14,The practice lasted from the year 1401 to the year 14,16,1
The contact lasted from the year 1517 to the year 15,The contact lasted from the year 1501 to the year 15,17,1
The rise lasted from the year 1547 to the year 15,The rise lasted from the year 1501 to the year 15,47,4
The process lasted from the year 1532 to the year 15,The process lasted from the year 1501 to the year 15,32,3
The program lasted from the year 1757 to the year 17,The program lasted from the year 1701 to the year 17,57,5
The development lasted from the year 1436 to the year 14,The development lasted from the year 1401 to the year 14,36,3
The contract lasted from the year 1706 to the year 17,The contract lasted from the year 1701 to the year 17,6,0
The work lasted from the year 1472 to the year 14,The work lasted from the year 1401 to the year 14,72,7
The program lasted from the year 1779 to the year 17,The program lasted from the year 1701 to the year 17,79,7
The shift lasted from the year 1290 to the year 12,The shift lasted from the year 1201 to the year 12,90,9
The testing lasted from the year 1718 to the year 17,The testing lasted from the year 1701 to the year 17,18,1
The marriage lasted from the year 1668 to the year 16,The marriage lasted from the year 1601 to the year 16,68,6
The attack lasted from the year 1353 to the year 13,The attack lasted from the year 1301 to the year 13,53,5
The testing lasted from the year 1720 to the year 17,The testing lasted from the year 1701 to the year 17,20,2
The trip lasted from the year 1384 to the year 13,The trip lasted from the year 1301 to the year 13,84,8
The rise lasted from the year 1148 to the year 11,The rise lasted from the year 1101 to the year 11,48,4
The deal lasted from the year 1471 to the year 14,The deal lasted from the year 1401 to the year 14,71,7
The test lasted from the year 1572 to the year 15,The test lasted from the year 1501 to the year 15,72,7
The trial lasted from the year 1377 to the year 13,The trial lasted from the year 1301 to the year 13,77,7
The effect lasted from the year 1738 to the year 17,The effect lasted from the year 1701 to the year 17,38,3
The shift lasted from the year 1243 to the year 12,The shift lasted from the year 1201 to the year 12,43,4
The deal lasted from the year 1435 to the year 14,The deal lasted from the year 1401 to the year 14,35,3
The test lasted from the year 1416 to the year 14,The test lasted from the year 1401 to the year 14,16,1
The progress lasted from the year 1209 to the year 12,The progress lasted from the year 1201 to the year 12,9,0
The deal lasted from the year 1575 to the year 15,The deal lasted from the year 1501 to the year 15,75,7
The plan lasted from the year 1751 to the year 17,The plan lasted from the year 1701 to the year 17,51,5
The marriage lasted from the year 1393 to the year 13,The marriage lasted from the year 1301 to the year 13,93,9
The campaign lasted from the year 1398 to the year 13,The campaign lasted from the year 1301 to the year 13,98,9
The attack lasted from the year 1214 to the year 12,The attack lasted from the year 1201 to the year 12,14,1
The riot lasted from the year 1292 to the year 12,The riot lasted from the year 1201 to the year 12,92,9
The rule lasted from the year 1324 to the year 13,The rule lasted from the year 1301 to the year 13,24,2
The trial lasted from the year 1625 to the year 16,The trial lasted from the year 1601 to the year 16,25,2
The work lasted from the year 1407 to the year 14,The work lasted from the year 1401 to the year 14,7,0
The quest lasted from the year 1623 to the year 16,The quest lasted from the year 1601 to the year 16,23,2
The work lasted from the year 1663 to the year 16,The work lasted from the year 1601 to the year 16,63,6
The tests lasted from the year 1756 to the year 17,The tests lasted from the year 1701 to the year 17,56,5
The testing lasted from the year 1604 to the year 16,The testing lasted from the year 1601 to the year 16,4,0
The operation lasted from the year 1457 to the year 14,The operation lasted from the year 1401 to the year 14,57,5
The fall lasted from the year 1428 to the year 14,The fall lasted from the year 1401 to the year 14,28,2
The operation lasted from the year 1204 to the year 12,The operation lasted from the year 1201 to the year 12,4,0
The quest lasted from the year 1644 to the year 16,The quest lasted from the year 1601 to the year 16,44,4
The contract lasted from the year 1224 to the year 12,The contract lasted from the year 1201 to the year 12,24,2
The riot lasted from the year 1323 to the year 13,The riot lasted from the year 1301 to the year 13,23,2
The development lasted from the year 1511 to the year 15,The development lasted from the year 1501 to the year 15,11,1
The test lasted from the year 1611 to the year 16,The test lasted from the year 1601 to the year 16,11,1
The operation lasted from the year 1257 to the year 12,The operation lasted from the year 1201 to the year 12,57,5
The effect lasted from the year 1781 to the year 17,The effect lasted from the year 1701 to the year 17,81,8
The campaign lasted from the year 1360 to the year 13,The campaign lasted from the year 1301 to the year 13,60,6
The riot lasted from the year 1637 to the year 16,The riot lasted from the year 1601 to the year 16,37,3
The work lasted from the year 1281 to the year 12,The work lasted from the year 1201 to the year 12,81,8
The shift lasted from the year 1414 to the year 14,The shift lasted from the year 1401 to the year 14,14,1
The plan lasted from the year 1414 to the year 14,The plan lasted from the year 1401 to the year 14,14,1
The work lasted from the year 1455 to the year 14,The work lasted from the year 1401 to the year 14,55,5
The attack lasted from the year 1166 to the year 11,The attack lasted from the year 1101 to the year 11,66,6
The program lasted from the year 1545 to the year 15,The program lasted from the year 1501 to the year 15,45,4
The deal lasted from the year 1335 to the year 13,The deal lasted from the year 1301 to the year 13,35,3
The campaign lasted from the year 1337 to the year 13,The campaign lasted from the year 1301 to the year 13,37,3
The plan lasted from the year 1208 to the year 12,The plan lasted from the year 1201 to the year 12,8,0
The campaign lasted from the year 1591 to the year 15,The campaign lasted from the year 1501 to the year 15,91,9
The attack lasted from the year 1170 to the year 11,The attack lasted from the year 1101 to the year 11,70,7
The practice lasted from the year 1417 to the year 14,The practice lasted from the year 1401 to the year 14,17,1
The study lasted from the year 1207 to the year 12,The study lasted from the year 1201 to the year 12,7,0
The quest lasted from the year 1587 to the year 15,The quest lasted from the year 1501 to the year 15,87,8
The riot lasted from the year 1759 to the year 17,The riot lasted from the year 1701 to the year 17,59,5
The effect lasted from the year 1356 to the year 13,The effect lasted from the year 1301 to the year 13,56,5
The growth lasted from the year 1561 to the year 15,The growth lasted from the year 1501 to the year 15,61,6
The impact lasted from the year 1161 to the year 11,The impact lasted from the year 1101 to the year 11,61,6
The program lasted from the year 1655 to the year 16,The program lasted from the year 1601 to the year 16,55,5
The program lasted from the year 1228 to the year 12,The program lasted from the year 1201 to the year 12,28,2
The attack lasted from the year 1552 to the year 15,The attack lasted from the year 1501 to the year 15,52,5
The testing lasted from the year 1571 to the year 15,The testing lasted from the year 1501 to the year 15,71,7
The process lasted from the year 1553 to the year 15,The process lasted from the year 1501 to the year 15,53,5
The tests lasted from the year 1724 to the year 17,The tests lasted from the year 1701 to the year 17,24,2
The shift lasted from the year 1663 to the year 16,The shift lasted from the year 1601 to the year 16,63,6
The work lasted from the year 1112 to the year 11,The work lasted from the year 1101 to the year 11,12,1
The contract lasted from the year 1594 to the year 15,The contract lasted from the year 1501 to the year 15,94,9
The impact lasted from the year 1445 to the year 14,The impact lasted from the year 1401 to the year 14,45,4
The rise lasted from the year 1512 to the year 15,The rise lasted from the year 1501 to the year 15,12,1
The contact lasted from the year 1484 to the year 14,The contact lasted from the year 1401 to the year 14,84,8
The testing lasted from the year 1469 to the year 14,The testing lasted from the year 1401 to the year 14,69,6
The shift lasted from the year 1412 to the year 14,The shift lasted from the year 1401 to the year 14,12,1
The campaign lasted from the year 1422 to the year 14,The campaign lasted from the year 1401 to the year 14,22,2
The case lasted from the year 1439 to the year 14,The case lasted from the year 1401 to the year 14,39,3
The growth lasted from the year 1696 to the year 16,The growth lasted from the year 1601 to the year 16,96,9
The rule lasted from the year 1633 to the year 16,The rule lasted from the year 1601 to the year 16,33,3
The process lasted from the year 1656 to the year 16,The process lasted from the year 1601 to the year 16,56,5
The fall lasted from the year 1272 to the year 12,The fall lasted from the year 1201 to the year 12,72,7
The plan lasted from the year 1559 to the year 15,The plan lasted from the year 1501 to the year 15,59,5
The plan lasted from the year 1598 to the year 15,The plan lasted from the year 1501 to the year 15,98,9
The deal lasted from the year 1417 to the year 14,The deal lasted from the year 1401 to the year 14,17,1
The shift lasted from the year 1369 to the year 13,The shift lasted from the year 1301 to the year 13,69,6
The attack lasted from the year 1461 to the year 14,The attack lasted from the year 1401 to the year 14,61,6
The deal lasted from the year 1424 to the year 14,The deal lasted from the year 1401 to the year 14,24,2
The fall lasted from the year 1289 to the year 12,The fall lasted from the year 1201 to the year 12,89,8
The study lasted from the year 1433 to the year 14,The study lasted from the year 1401 to the year 14,33,3
The plan lasted from the year 1270 to the year 12,The plan lasted from the year 1201 to the year 12,70,7
The growth lasted from the year 1787 to the year 17,The growth lasted from the year 1701 to the year 17,87,8
The plan lasted from the year 1771 to the year 17,The plan lasted from the year 1701 to the year 17,71,7
The employment lasted from the year 1492 to the year 14,The employment lasted from the year 1401 to the year 14,92,9
The project lasted from the year 1593 to the year 15,The project lasted from the year 1501 to the year 15,93,9
The case lasted from the year 1209 to the year 12,The case lasted from the year 1201 to the year 12,9,0
The order lasted from the year 1220 to the year 12,The order lasted from the year 1201 to the year 12,20,2
The fall lasted from the year 1565 to the year 15,The fall lasted from the year 1501 to the year 15,65,6
The project lasted from the year 1321 to the year 13,The project lasted from the year 1301 to the year 13,21,2
The operation lasted from the year 1429 to the year 14,The operation lasted from the year 1401 to the year 14,29,2
The impact lasted from the year 1447 to the year 14,The impact lasted from the year 1401 to the year 14,47,4
The program lasted from the year 1570 to the year 15,The program lasted from the year 1501 to the year 15,70,7
The test lasted from the year 1669 to the year 16,The test lasted from the year 1601 to the year 16,69,6
The progress lasted from the year 1336 to the year 13,The progress lasted from the year 1301 to the year 13,36,3
The attack lasted from the year 1353 to the year 13,The attack lasted from the year 1301 to the year 13,53,5
The trip lasted from the year 1215 to the year 12,The trip lasted from the year 1201 to the year 12,15,1
The rise lasted from the year 1737 to the year 17,The rise lasted from the year 1701 to the year 17,37,3
The impact lasted from the year 1330 to the year 13,The impact lasted from the year 1301 to the year 13,30,3
The case lasted from the year 1136 to the year 11,The case lasted from the year 1101 to the year 11,36,3
The testing lasted from the year 1681 to the year 16,The testing lasted from the year 1601 to the year 16,81,8
The campaign lasted from the year 1373 to the year 13,The campaign lasted from the year 1301 to the year 13,73,7
The rise lasted from the year 1534 to the year 15,The rise lasted from the year 1501 to the year 15,34,3
The testing lasted from the year 1668 to the year 16,The testing lasted from the year 1601 to the year 16,68,6
The employment lasted from the year 1405 to the year 14,The employment lasted from the year 1401 to the year 14,5,0
The employment lasted from the year 1769 to the year 17,The employment lasted from the year 1701 to the year 17,69,6
The employment lasted from the year 1750 to the year 17,The employment lasted from the year 1701 to the year 17,50,5
The tests lasted from the year 1240 to the year 12,The tests lasted from the year 1201 to the year 12,40,4
The tests lasted from the year 1134 to the year 11,The tests lasted from the year 1101 to the year 11,34,3
The case lasted from the year 1231 to the year 12,The case lasted from the year 1201 to the year 12,31,3
The case lasted from the year 1284 to the year 12,The case lasted from the year 1201 to the year 12,84,8
The practice lasted from the year 1627 to the year 16,The practice lasted from the year 1601 to the year 16,27,2
The study lasted from the year 1359 to the year 13,The study lasted from the year 1301 to the year 13,59,5
The program lasted from the year 1425 to the year 14,The program lasted from the year 1401 to the year 14,25,2
The shift lasted from the year 1797 to the year 17,The shift lasted from the year 1701 to the year 17,97,9
The testing lasted from the year 1404 to the year 14,The testing lasted from the year 1401 to the year 14,4,0
The development lasted from the year 1745 to the year 17,The development lasted from the year 1701 to the year 17,45,4
The effect lasted from the year 1553 to the year 15,The effect lasted from the year 1501 to the year 15,53,5
The test lasted from the year 1250 to the year 12,The test lasted from the year 1201 to the year 12,50,5
The fall lasted from the year 1676 to the year 16,The fall lasted from the year 1601 to the year 16,76,7
The operation lasted from the year 1185 to the year 11,The operation lasted from the year 1101 to the year 11,85,8
The contact lasted from the year 1624 to the year 16,The contact lasted from the year 1601 to the year 16,24,2
The test lasted from the year 1478 to the year 14,The test lasted from the year 1401 to the year 14,78,7
The trip lasted from the year 1573 to the year 15,The trip lasted from the year 1501 to the year 15,73,7
The work lasted from the year 1202 to the year 12,The work lasted from the year 1201 to the year 12,2,0
The impact lasted from the year 1188 to the year 11,The impact lasted from the year 1101 to the year 11,88,8
The deal lasted from the year 1555 to the year 15,The deal lasted from the year 1501 to the year 15,55,5
The plan lasted from the year 1177 to the year 11,The plan lasted from the year 1101 to the year 11,77,7
The effect lasted from the year 1519 to the year 15,The effect lasted from the year 1501 to the year 15,19,1
The test lasted from the year 1469 to the year 14,The test lasted from the year 1401 to the year 14,69,6
The employment lasted from the year 1148 to the year 11,The employment lasted from the year 1101 to the year 11,48,4
The process lasted from the year 1408 to the year 14,The process lasted from the year 1401 to the year 14,8,0
The work lasted from the year 1630 to the year 16,The work lasted from the year 1601 to the year 16,30,3
The existence lasted from the year 1717 to the year 17,The existence lasted from the year 1701 to the year 17,17,1
The development lasted from the year 1580 to the year 15,The development lasted from the year 1501 to the year 15,80,8
The practice lasted from the year 1371 to the year 13,The practice lasted from the year 1301 to the year 13,71,7
The existence lasted from the year 1295 to the year 12,The existence lasted from the year 1201 to the year 12,95,9
The rise lasted from the year 1553 to the year 15,The rise lasted from the year 1501 to the year 15,53,5
The process lasted from the year 1518 to the year 15,The process lasted from the year 1501 to the year 15,18,1
The growth lasted from the year 1174 to the year 11,The growth lasted from the year 1101 to the year 11,74,7
The trip lasted from the year 1143 to the year 11,The trip lasted from the year 1101 to the year 11,43,4
The effect lasted from the year 1251 to the year 12,The effect lasted from the year 1201 to the year 12,51,5
The shift lasted from the year 1326 to the year 13,The shift lasted from the year 1301 to the year 13,26,2
The plan lasted from the year 1429 to the year 14,The plan lasted from the year 1401 to the year 14,29,2
The tests lasted from the year 1241 to the year 12,The tests lasted from the year 1201 to the year 12,41,4
The contact lasted from the year 1678 to the year 16,The contact lasted from the year 1601 to the year 16,78,7
The trip lasted from the year 1276 to the year 12,The trip lasted from the year 1201 to the year 12,76,7
The development lasted from the year 1475 to the year 14,The development lasted from the year 1401 to the year 14,75,7
The campaign lasted from the year 1219 to the year 12,The campaign lasted from the year 1201 to the year 12,19,1
The riot lasted from the year 1642 to the year 16,The riot lasted from the year 1601 to the year 16,42,4
The testing lasted from the year 1525 to the year 15,The testing lasted from the year 1501 to the year 15,25,2
The study lasted from the year 1298 to the year 12,The study lasted from the year 1201 to the year 12,98,9
The riot lasted from the year 1734 to the year 17,The riot lasted from the year 1701 to the year 17,34,3
The shift lasted from the year 1558 to the year 15,The shift lasted from the year 1501 to the year 15,58,5
The project lasted from the year 1514 to the year 15,The project lasted from the year 1501 to the year 15,14,1
The shift lasted from the year 1433 to the year 14,The shift lasted from the year 1401 to the year 14,33,3
The rise lasted from the year 1474 to the year 14,The rise lasted from the year 1401 to the year 14,74,7
The marriage lasted from the year 1775 to the year 17,The marriage lasted from the year 1701 to the year 17,75,7
The effect lasted from the year 1772 to the year 17,The effect lasted from the year 1701 to the year 17,72,7
The plan lasted from the year 1275 to the year 12,The plan lasted from the year 1201 to the year 12,75,7
The work lasted from the year 1690 to the year 16,The work lasted from the year 1601 to the year 16,90,9
The attack lasted from the year 1622 to the year 16,The attack lasted from the year 1601 to the year 16,22,2
The effect lasted from the year 1163 to the year 11,The effect lasted from the year 1101 to the year 11,63,6
The tests lasted from the year 1413 to the year 14,The tests lasted from the year 1401 to the year 14,13,1
The development lasted from the year 1604 to the year 16,The development lasted from the year 1601 to the year 16,4,0
The impact lasted from the year 1354 to the year 13,The impact lasted from the year 1301 to the year 13,54,5
The marriage lasted from the year 1541 to the year 15,The marriage lasted from the year 1501 to the year 15,41,4
The quest lasted from the year 1757 to the year 17,The quest lasted from the year 1701 to the year 17,57,5
The attack lasted from the year 1375 to the year 13,The attack lasted from the year 1301 to the year 13,75,7
The work lasted from the year 1119 to the year 11,The work lasted from the year 1101 to the year 11,19,1
The effect lasted from the year 1246 to the year 12,The effect lasted from the year 1201 to the year 12,46,4
The plan lasted from the year 1608 to the year 16,The plan lasted from the year 1601 to the year 16,8,0
The existence lasted from the year 1353 to the year 13,The existence lasted from the year 1301 to the year 13,53,5
The test lasted from the year 1336 to the year 13,The test lasted from the year 1301 to the year 13,36,3
The process lasted from the year 1514 to the year 15,The process lasted from the year 1501 to the year 15,14,1
The test lasted from the year 1203 to the year 12,The test lasted from the year 1201 to the year 12,3,0
The process lasted from the year 1692 to the year 16,The process lasted from the year 1601 to the year 16,92,9
The quest lasted from the year 1698 to the year 16,The quest lasted from the year 1601 to the year 16,98,9
The test lasted from the year 1628 to the year 16,The test lasted from the year 1601 to the year 16,28,2
The tests lasted from the year 1731 to the year 17,The tests lasted from the year 1701 to the year 17,31,3
The contact lasted from the year 1204 to the year 12,The contact lasted from the year 1201 to the year 12,4,0
The trip lasted from the year 1421 to the year 14,The trip lasted from the year 1401 to the year 14,21,2
The practice lasted from the year 1744 to the year 17,The practice lasted from the year 1701 to the year 17,44,4
The plan lasted from the year 1592 to the year 15,The plan lasted from the year 1501 to the year 15,92,9
The test lasted from the year 1355 to the year 13,The test lasted from the year 1301 to the year 13,55,5
The effect lasted from the year 1587 to the year 15,The effect lasted from the year 1501 to the year 15,87,8
The growth lasted from the year 1322 to the year 13,The growth lasted from the year 1301 to the year 13,22,2
The rule lasted from the year 1378 to the year 13,The rule lasted from the year 1301 to the year 13,78,7
The campaign lasted from the year 1452 to the year 14,The campaign lasted from the year 1401 to the year 14,52,5
The deal lasted from the year 1643 to the year 16,The deal lasted from the year 1601 to the year 16,43,4
The marriage lasted from the year 1218 to the year 12,The marriage lasted from the year 1201 to the year 12,18,1
The shift lasted from the year 1725 to the year 17,The shift lasted from the year 1701 to the year 17,25,2
The work lasted from the year 1365 to the year 13,The work lasted from the year 1301 to the year 13,65,6
The test lasted from the year 1510 to the year 15,The test lasted from the year 1501 to the year 15,10,1
The fall lasted from the year 1740 to the year 17,The fall lasted from the year 1701 to the year 17,40,4
The case lasted from the year 1436 to the year 14,The case lasted from the year 1401 to the year 14,36,3
The marriage lasted from the year 1162 to the year 11,The marriage lasted from the year 1101 to the year 11,62,6
The attack lasted from the year 1177 to the year 11,The attack lasted from the year 1101 to the year 11,77,7
The impact lasted from the year 1319 to the year 13,The impact lasted from the year 1301 to the year 13,19,1
The existence lasted from the year 1659 to the year 16,The existence lasted from the year 1601 to the year 16,59,5
The contract lasted from the year 1603 to the year 16,The contract lasted from the year 1601 to the year 16,3,0
The riot lasted from the year 1773 to the year 17,The riot lasted from the year 1701 to the year 17,73,7
The deal lasted from the year 1665 to the year 16,The deal lasted from the year 1601 to the year 16,65,6
The case lasted from the year 1722 to the year 17,The case lasted from the year 1701 to the year 17,22,2
The case lasted from the year 1766 to the year 17,The case lasted from the year 1701 to the year 17,66,6
The rule lasted from the year 1637 to the year 16,The rule lasted from the year 1601 to the year 16,37,3
The rule lasted from the year 1524 to the year 15,The rule lasted from the year 1501 to the year 15,24,2
The order lasted from the year 1515 to the year 15,The order lasted from the year 1501 to the year 15,15,1
The work lasted from the year 1580 to the year 15,The work lasted from the year 1501 to the year 15,80,8
The impact lasted from the year 1429 to the year 14,The impact lasted from the year 1401 to the year 14,29,2
The attack lasted from the year 1609 to the year 16,The attack lasted from the year 1601 to the year 16,9,0
The fall lasted from the year 1708 to the year 17,The fall lasted from the year 1701 to the year 17,8,0
The study lasted from the year 1650 to the year 16,The study lasted from the year 1601 to the year 16,50,5
The existence lasted from the year 1710 to the year 17,The existence lasted from the year 1701 to the year 17,10,1
The work lasted from the year 1595 to the year 15,The work lasted from the year 1501 to the year 15,95,9
The order lasted from the year 1223 to the year 12,The order lasted from the year 1201 to the year 12,23,2
The campaign lasted from the year 1172 to the year 11,The campaign lasted from the year 1101 to the year 11,72,7
The rise lasted from the year 1561 to the year 15,The rise lasted from the year 1501 to the year 15,61,6
The fall lasted from the year 1620 to the year 16,The fall lasted from the year 1601 to the year 16,20,2
The operation lasted from the year 1404 to the year 14,The operation lasted from the year 1401 to the year 14,4,0
The test lasted from the year 1611 to the year 16,The test lasted from the year 1601 to the year 16,11,1
The attack lasted from the year 1133 to the year 11,The attack lasted from the year 1101 to the year 11,33,3
The case lasted from the year 1674 to the year 16,The case lasted from the year 1601 to the year 16,74,7
